API,latitude,longitude,Operator,County,Municipality,Marcellus,Insp Id,Viol Id,Enf Id,Date Inspected,Date Violation,Violation Code,Violation Desc,Envl Health Safety Desc,Insp Comment,Violation Comment,Date Resolved
015-20242,41.64943611,-76.307575,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819365,570494,249674,8/7/2009,8/7/2009,691.402WPP,Site conditions present a potential for pollution to waters of the Commonwealth.,Environmental Health & Safety,"Pit Leak.  Leak fixed.  Third page NOV sent.  MAB Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 CSL 691.402(a) potential pollution.",9/2/2009
015-20242,41.64943611,-76.307575,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819365,570492,249674,8/7/2009,8/7/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Pit Leak.  Leak fixed.  Third page NOV sent.  MAB Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 78.60(b)(1) failure to follow discharge requirements.",9/2/2009
015-20242,41.64943611,-76.307575,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819365,570493,249674,8/7/2009,8/7/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Pit Leak.  Leak fixed.  Third page NOV sent.  MAB Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 78.57(a) discharge of drilling contaminated fluids to the ground.",9/2/2009
015-20242,41.64943611,-76.307575,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819365,569045,249674,8/7/2009,8/7/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Pit Leak.  Leak fixed.  Third page NOV sent.  MAB Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 78.56 failure to contain pollutional substances and wastes associated with drilling a well.",9/2/2009
015-20242,41.64943611,-76.307575,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819365,569046,249674,8/7/2009,8/7/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Pit Leak.  Leak fixed.  Third page NOV sent.  MAB Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 SWMA 6018.301 failure to manage residual waste.",9/2/2009
015-20244,41.64943333,-76.30751944,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819332,569044,249674,8/7/2009,8/7/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Pit leak- self reported.  Leak fixed.  3rd page NOV sent. Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 SWMA 6018.301 failure to manage residual waste.",9/2/2009
015-20244,41.64943333,-76.30751944,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819332,569043,249674,8/7/2009,8/7/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Pit leak- self reported.  Leak fixed.  3rd page NOV sent. Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 78.56 failure to contain pollutional substances and wastes associated with drilling a well.",9/2/2009
015-20244,41.64943333,-76.30751944,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819332,570497,249674,8/7/2009,8/7/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Pit leak- self reported.  Leak fixed.  3rd page NOV sent. Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 78.57(a) discharge of drilling contaminated fluids to the ground.",9/2/2009
015-20244,41.64943333,-76.30751944,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819332,570499,249674,8/7/2009,8/7/2009,691.402WPP,Site conditions present a potential for pollution to waters of the Commonwealth.,Environmental Health & Safety,"Pit leak- self reported.  Leak fixed.  3rd page NOV sent. Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 CSL 691.402(a) potential pollution.",9/2/2009
015-20244,41.64943333,-76.30751944,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819332,570496,249674,8/7/2009,8/7/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,"Pit leak- self reported.  Leak fixed.  3rd page NOV sent. Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 78.60(b)(1) failure to follow discharge requirements.",9/2/2009
015-20244,41.64943333,-76.30751944,CHESAPEAKE APPALACHIA LLC,Bradford,Terry,Y,1819332,570495,249674,8/7/2009,8/7/2009,691.1,Clean Streams Law-General. Used only when a specific CLS code cannot be used,Administrative,"Pit leak- self reported.  Leak fixed.  3rd page NOV sent. Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09","Soil analytical results reviewed 9/2/09, barium 171 mg/kg (<Act 2 8200 mg/kg std), chloride 170 mg/kg (no Act 2 std), no remediation needed. MBC 9/8/09 CSL 691.307(a) unpermitted discharge of industrial waste.",9/2/2009
015-20254,41.75031389,-76.8501,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1898642,591344,260412,7/14/2010,7/14/2010,51017,Administrative Code-General,Administrative,Residual waste lying all around site,35 PS 6018.301,
015-20254,41.75031389,-76.8501,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1889210,588722,259148,6/3/2010,6/3/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"Eroding Soil, BMPs falling down, trash strewn about the site.",,
015-20254,41.75031389,-76.8501,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1889210,588723,259148,6/3/2010,6/3/2010,51017,Administrative Code-General,Administrative,"Eroding Soil, BMPs falling down, trash strewn about the site.",35 PS 6018.301,
015-20258,41.79579167,-76.58451389,CHESAPEAKE APPALACHIA LLC,Bradford,Burlington,Y,1855268,579286,,12/23/2009,12/23/2009,691.1,Clean Streams Law-General. Used only when a specific CLS code cannot be used,Administrative,"Adequate company response rec'vd w/pictures, viols closed.","Adequate company response rec'vd w/pictures, viols closed. CSL 691.611 - Failure to implement representations set forth in ESCGP",1/27/2010
015-20258,41.79579167,-76.58451389,CHESAPEAKE APPALACHIA LLC,Bradford,Burlington,Y,1855268,579285,,12/23/2009,12/23/2009,102.4INADPLN,E&S Plan not adequate,Administrative,"Adequate company response rec'vd w/pictures, viols closed.","Adequate company response rec'vd w/pictures, viols closed.",1/27/2010
015-20258,41.79579167,-76.58451389,CHESAPEAKE APPALACHIA LLC,Bradford,Burlington,Y,1855268,579284,,12/23/2009,12/23/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"Adequate company response rec'vd w/pictures, viols closed.","Adequate company response rec'vd w/pictures, viols closed.",1/27/2010
015-20267,41.71824446,-76.8554143,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1814131,567394,,7/16/2009,7/16/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,Discharge of frac water onto ground.,CSL 402(a),
015-20267,41.71824446,-76.8554143,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1814131,567395,,7/16/2009,7/16/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,Discharge of frac water onto ground.,SWMA 6018.301,
015-20267,41.71824446,-76.8554143,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1814131,567393,,7/16/2009,7/16/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,Discharge of frac water onto ground.,25 PA Code 78.56(a),
015-20267,41.71824446,-76.8554143,TALISMAN ENERGY USA INC,Bradford,Armenia,Y,1814131,567396,,7/16/2009,7/16/2009,601.101,O&G Act 223-General. Used only when a specific O&G Act code cannot be used,Administrative,Discharge of frac water onto ground.,CSL 307(a),
015-20277,41.86061552,-76.67713592,EOG RESOURCES INC,Bradford,Springfield,Y,1871335,583593,,3/17/2010,3/17/2010,78.122,Drillers Log not on site,Administrative,,,3/17/2010
015-20278,41.8591572,-76.67874152,EOG RESOURCES INC,Bradford,Springfield,Y,1869442,583115,256018,3/11/2010,3/11/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"ADK-CSL 401, sediment discharge, 102.4(b)(1)&(7), failure to implement BMPs and have E&S plan on-site, CSL 611, BMPs type/location not depicted on E&S plan.","Adequate company response rec'vd 3/22/10, past viols closed.",3/22/2010
015-20278,41.8591572,-76.67874152,EOG RESOURCES INC,Bradford,Springfield,Y,1869442,583117,256018,3/11/2010,3/11/2010,691.1,Clean Streams Law-General. Used only when a specific CLS code cannot be used,Administrative,"ADK-CSL 401, sediment discharge, 102.4(b)(1)&(7), failure to implement BMPs and have E&S plan on-site, CSL 611, BMPs type/location not depicted on E&S plan.","Adequate company response rec'vd 3/22/10, past viols closed. 691.611 - Failure to follow ESCGP-1",3/22/2010
015-20278,41.8591572,-76.67874152,EOG RESOURCES INC,Bradford,Springfield,Y,1869442,583116,256018,3/11/2010,3/11/2010,401CAUSEPOLL,Polluting substance(s) allowed to discharge into Waters of the Commonwealth.,Environmental Health & Safety,"ADK-CSL 401, sediment discharge, 102.4(b)(1)&(7), failure to implement BMPs and have E&S plan on-site, CSL 611, BMPs type/location not depicted on E&S plan.","Adequate company response rec'vd 3/22/10, past viols closed. Sediment discharge",3/22/2010
015-20278,41.8591572,-76.67874152,EOG RESOURCES INC,Bradford,Springfield,Y,1869442,583114,256018,3/11/2010,3/11/2010,102.4NOPLAN,"No E&S plan developed, plan not on site",Administrative,"ADK-CSL 401, sediment discharge, 102.4(b)(1)&(7), failure to implement BMPs and have E&S plan on-site, CSL 611, BMPs type/location not depicted on E&S plan.","Adequate company response rec'vd 3/22/10, past viols closed. 102.4(b)(7) - no plan",3/22/2010
015-20280,41.873571,-76.68038594,EOG RESOURCES INC,Bradford,Springfield,Y,1887015,587997,258364,5/21/2010,5/21/2010,402POTNLPOLL,There is a potential for polluting substance(s) reaching Waters of the Commonwealth and may require a permit.,Environmental Health & Safety,"Multiple counts of each of these violations. Petroleum, dry chemical product, drill cuttings and fluids. Overall this site was very sloppy.","691.402 - potential for pollution of waters of commonwealth exists, petroleum spill in pathway that leads to stream 
Adequate company response rec'vd 6/7, past viols closed.",6/7/2010
015-20280,41.873571,-76.68038594,EOG RESOURCES INC,Bradford,Springfield,Y,1887015,587996,258364,5/21/2010,5/21/2010,301UNPMTIW,Industrial waste was discharged without permit.,Environmental Health & Safety,"Multiple counts of each of these violations. Petroleum, dry chemical product, drill cuttings and fluids. Overall this site was very sloppy.","6018.301 - Residual waste created from pollution entering soil, solid waste spilled to ground surface 
Adequate company response rec'vd 6/7, past viols closed.",6/7/2010
015-20280,41.873571,-76.68038594,EOG RESOURCES INC,Bradford,Springfield,Y,1887015,587995,258364,5/21/2010,5/21/2010,78.56PITCNST,"Impoundment not structurally sound, impermeable, 3rd party protected, greater than 20"" of seasonal high ground water table",Administrative,"Multiple counts of each of these violations. Petroleum, dry chemical product, drill cuttings and fluids. Overall this site was very sloppy.","78.56 - failure to contain pollution in a lined pit or tank
Adequate company response rec'vd 6/7, past viols closed.",6/7/2010
015-20283,41.74296667,-76.62109167,CHIEF OIL & GAS LLC,Bradford,West Burlington,Y,1887897,588222,258463,5/27/2010,5/27/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"Several spills onto the ground surface (diesel fuel, cuttings, brine, an unknown gel), freeboard violation, holes in pit liner, failure to minimize potential for accelerated erosion",102.4(b)(1) - failure to minimize the potential for accelerated erosion,
015-20283,41.74296667,-76.62109167,CHIEF OIL & GAS LLC,Bradford,West Burlington,Y,1887897,588224,258463,5/27/2010,5/27/2010,78.56FRBRD,Failure to maintain 2' freeboard in an impoundment,Administrative,"Several spills onto the ground surface (diesel fuel, cuttings, brine, an unknown gel), freeboard violation, holes in pit liner, failure to minimize potential for accelerated erosion",78.56(a)(2) - 2 feet of freeboard not maintained in pit,
015-20283,41.74296667,-76.62109167,CHIEF OIL & GAS LLC,Bradford,West Burlington,Y,1887897,588226,258463,5/27/2010,5/27/2010,301UNPMTIW,Industrial waste was discharged without permit.,Environmental Health & Safety,"Several spills onto the ground surface (diesel fuel, cuttings, brine, an unknown gel), freeboard violation, holes in pit liner, failure to minimize potential for accelerated erosion","6018.301 - industrial waste disharged to ground surface - diesel fuel, cuttings, brine, & an unknown gel",
015-20283,41.74296667,-76.62109167,CHIEF OIL & GAS LLC,Bradford,West Burlington,Y,1863176,581281,255084,1/21/2010,1/21/2010,78.56LINER,Improperly lined pit,Administrative,,"Discharge of cuttings to the ground. Not contained in a lined pit or proper waste vessel. - Suitable company response rec'vd 3/8/10, reviewed 3/9/10, closure of past viols pending follow-up site insp.",
015-20283,41.74296667,-76.62109167,CHIEF OIL & GAS LLC,Bradford,West Burlington,Y,1887897,588223,258463,5/27/2010,5/27/2010,78.56PITCNST,"Impoundment not structurally sound, impermeable, 3rd party protected, greater than 20"" of seasonal high ground water table",Administrative,"Several spills onto the ground surface (diesel fuel, cuttings, brine, an unknown gel), freeboard violation, holes in pit liner, failure to minimize potential for accelerated erosion",78.56(a) - failure to contain pollution in a lined pit or tank,
